,Sentence,Label
3381,Flumedan baþka birþey dinleyemiyorum çýldýrýyorum muhteþem ,"mutlu"
3382,"Bayadýr kaos görmüyordum, taymda görünce bi irkildim","korku"
3383,Hayat ölene kadar hissedilen zevklerden çekilen acýlar çýkarýldýðý zaman geriye kalandýr ,"uzgun"
3384,"Bir iliþkide en korkunç durum bir kýzýn soðumasýdýr kendinizden soðutmayýn beyler, kaybedersiniz.","korku"
3385,En ürkütücü kýsým dünyanýn en büyük bilim adamlarýndan birinin eþcinsel olduðu için ölmek zorunda kalmasý :(,"korku"
3386,Hayatýmda ilk kez balýk gördüm þaþkýným,"surpriz"
3387,Yemek sipariþini beklemek hiç bu kadar eðlenceli olmamýþtý. ,"mutlu"
3388,Zira biraz daha ders çalýþýrsam beynim patlayacak diye çok korkuyorum.,"korku"
3389,Þükran Ovalý'yý hiç beklemiyordum sürpriz oldu,"surpriz"
3390,"Uyuyamýyorum ya, delireceðim bir gün ","kizgin"
3391,Ay ben þok son 10 saatir þeyma storysin'de birþeyler paylaþmadý vallahi acayip merak içerisin'deyim hemen arayýp soruyorum ,"surpriz"
3392,Kýþ akþamlarýný seviyorum. Annem kokuyor...,"mutlu"
3393,Kendimi karþýma alýp konuþmak istiyorum bak gerizekalý bu iþ böyle olmaz diye.,"kizgin"
3394,Bütün belalar durduk yere gelip beni buluyor kafayý yiyeceðim ,"kizgin"
3395,Ben niye böyle birþeye sinirlendim lan.,"kizgin"
3396,Kadere mi söyleneyim sana mý bende þaþýrdým... ,"surpriz"
3397,"Biraz seni özledim, biraz sohbetini, biraz sesini.","uzgun"
3398,Þakadýr kesin. Yok artýk inanmam. Niye ayrýldýnýz yaa??,"surpriz"
3399,Telefonumda benim dýþýmda tüm arkadaþlarýmýn parmak izi var telefona þifreyle giriyorum resmen delireceðim,"kizgin"
3400,Galatasaraydan göztepe forveti için sürpriz beklerdim,"surpriz"
3401,"Venezuela'da korkunç þeyler oluyor, Hiçbir yetkinliði olmayan Baþkan Maduro halkýna eziyet ediyor. Ekonomileri yerle bir olmuþ durumda ","korku"
3402,Son 2 yýldýr kendimi emekli etmiþtim konferanslardan Lakin 3 tane harika konferansta bulunacaðým önümüzdeki 6 hafta içerisinde ,"mutlu"
3403,Globe Soccer Awards dünyada yýlýn en iyi menajeri dalýnda 5 adaydan biri olan menajerim abim yol arkadaþým Ahmet Bulutu tebrik ediyorum ,"mutlu"
3404,9 gün oldu farkýnda mýsýn gerizekalý,"kizgin"
3405,Birini sürekli rüyanda görünce onun seni özlediði için görürmüþsün ben buna inanmýyorum ya mümkün deðil,"surpriz"
3406,Ben cidden çok beðendim ama ya harbiden çocuk bomba gibi geliyor,"mutlu"
3407,Dudaðým yara oldu kahve içerken deðdiðinde acýyor içemiyorum kýsaca mutsuzum,"uzgun"
3408,Saat 2 olmuþ ve ben daha demin çok geç olmadý ya bence kitap okurum bir saat dedim ve þoka uðradým,"surpriz"
3409,Hiçbir neden yokken moralim bozuk hevesim kaçtý,"uzgun"
3410,Hiçbir boku bitmiyor ya çýldýracaðým,"kizgin"
3411,Önemli olaný unutmak önemsiz küçük þeyleri bunca detayla görmek Neden bunlarla zaman kaybediyoruz neden bu kadar yoruluyoruz ,"uzgun"
3412,Sagopa Kajmer ve Kolera ayrýlmýþ ben þok,"surpriz"
3413,Bu ara herkese sinir oluyorum ya dayak yiyeceðim yada dayak atýcam baþka açýklamasý yok,"kizgin"
3414,0.21 saniyede çok ciddi ve bu korkunç deðil mi,"korku"
3415,Hadi 61. dakika þovu yapalým beyler aaa bir dakika o maç skoru mu ,"surpriz"
3416,Attýðým mesaja geç cevap veren insanlardan nefret ediyorum.,"kizgin"
3417,Abla 15 portakal 5liralýk topla dedi direkt 20 lira deyince bu kadar malzeme 20 liramý dedi þaþtým kaldým,"surpriz"
3418,Çok güldüm yüzüm kasýldý ,"mutlu"
3419,Vay be osmanlý böyle çökmedi aga,"surpriz"
3420,Hayat beni neden yýpratýyorsun ,"uzgun"
3421,Her zaman ki gibi baþ aðrýsýyla güne baþladým sinirliyim iliþmeyin,"kizgin"
3422,Faul var tabi konuþmaya deðmez ama tetikçi cüneyt nasýl iptal etti þaþkýnlýk verici,"surpriz"
3423,Kuzenim trt cocuk dergisini alamadý diye aðlýyor keske benim de tek derdim bu olsa,"uzgun"
3424,Kapalý alanda duramama fobim var çünkü sigara içiyorum,"korku"
3425,"Eljifi çýkarttý hoca. hayýr küfür edeceðim, küfüre yazýk..","kizgin"
3426,Her þeyi geçtim de bak yine yoruldum.,"uzgun"
3427,"Öyle mutluyum ki yarýn 12’de uyanýcam, dünya iptal","mutlu"
3428,Daha çok gül çok komik çok,"mutlu"
3429,Ben mesela sevinçliyim hem bir dostum adýna hem de bu minnak þirin þeyi aldýðým için,"mutlu"
3430,Meclise bak esenler arka mahallesi gibi bizi yöneten kitleye bak yumruklar küfürler kavgalar yazýklar olsun hepinize ,"kizgin"
3431,Aðzýmýn tadý pek bir bozuk bu aralar aðlayasým var ,"uzgun"
3432,Býktým artýk sýnav sonunda doðrularýmý saymaktan artýk yanlýþlarýmý saymak istiyorum :((,"uzgun"
3433,Düþme vakti mi bilmiyorum ama bir hüzün kapladý içimi.... ,"uzgun"
3434,Ben çok güldüm sizde gülün diye paylaþýyorum,"mutlu"
3435,Uykumuda almýþým hayret ettim,"surpriz"
3436,Ya bir an kör falan oldum sandým nasýl korktum nasýl korktum neyse ki þimdi fark ettim birileri yine hayatýmý karartmýþ,"korku"
3437,Böbreklerimi aðrýttý Ýstanbul. Þiþme montumu getirmediðim için de bir hayli uzgunüm.,"uzgun"
3438,Bence herkes maskelerini çýkartsýn herkes birbirinden nefret ediyor SOYUNUN,"kizgin"
3439,çapraz masamýzda oturan insanlarýn bizle tam olarak ayný sipariþi verdiði hafif korkutucu günden merhaba,"korku"
3440,"korku" çok acý kabus gibi Yazamayanlarý anlayabiliyoruz,"korku"
3441,Umrumda mýsýn lan mal,"kizgin"
3442,Moralim o kadar bozuk ki Avrupa Yakasý izleyip moralimi düzeltmeye çalýþýyorum þu an,"uzgun"
3443,Bilgisayardan anlayan varsa dm atsýn delireceðim,"kizgin"
3444,Sinirlendim bu kar ne zaman yaðacak yaðda oynayak lan,"kizgin"
3445,o kadar gerizekalý ve agresif hissediyorum ki tam timeline boþken millete sallayayým diyorum ama ben iyi biriyim,"kizgin"
3446,Oha salýya benimle ilgili twit atmamýþ þu an çok þaþýrdým ,"surpriz"
3447,"Sonra da Ceren dalga geçti oluyor, gece gece dertlendim","uzgun"
3448,Yoruldum artýk ya cidden düþünmekten falan çok yoruldum,"uzgun"
3449,30 mükemmel bir yaþ olabilir lakin bana çok korkutucu geliyor,"korku"
3450,Kendimi birilerine anlatmaktan o kadar sýkýldým ki artýk soranlara boþ adam imajý çiziyorum.,"uzgun"
3451,Emlaðým olsada emlak vergisi ödesem keþke ... ,"uzgun"
3452,Kýzlar nasýl kýz arkadaþ yapýyosunuz ya gerçekten inanamýyorum nasýl yapýyosunuz 2 günden fazla tahammül edebildiðim tek diþi annem ,"surpriz"
3453,Bir hayli yorulmuþtum üstüne bir de yýprandým...,"uzgun"
3454,Ýnsanýn insana benzer yaratýmlar yapmasý ürkütücü :/ ,"korku"
3455,Kýz merve dondum kaldým ne yazayým sana bilemedim ama çok tehlikelisin çok,"surpriz"
3456,Yaðmur damlasýyla gelen erken çýkabilirsiniz maili sen benim canýmsýn seni seviyorum.,"mutlu"
3457,Þefika ödüm koptu bi irkilmeden giremedim þu odaya ,"korku"
3458,Sen benden gittin gideli mutsuzum :(,"uzgun"
3459,Lan olum lan ne gerizekalýsýnýz lan yine sinirlendim,"kizgin"
3460,"Ben hiç þaþýrmýyorum, hep hayret ediyorum.","surpriz"
3461,"Abi sýkýldým, bezdim, bunaldým, daraldým, darlandým, býktým, yoruldum, kýrýldým ne olacak böyle","uzgun"
3462,"Bugün aþýrý agresifim, sinirliyim, çýldýrýyorum. Allahým 20 yaþ sendromu mu bu help me ne olur","kizgin"
3463,Bir süre daha iga'da kalýrsam kafayý yiyeceðim.,"kizgin"
3464,"bu gece 7 senedir benimle olan emektar arkadaþým, caným kalemimi kaybettik, çok uzgunüm ","uzgun"
3465,Þok eden polis yemini..! ,"surpriz"
3466,"Kendime zor katlanýyorum ben, sizin boþ triplerinizi hiç çekemem uzgunüm","uzgun"
3467,"korku" filmi gibi.. Evinde siyanürle intihar etmiþ ,"korku"
3468,"Çok ürkütücü konuþmuþ, kuþ taraftarý..","korku"
3469,Yok daha neler. Pakistan ve Suudi'lerin de altýnda düþürdüler ülkeyi! Dünya kaliteli eðitim sýralamasý. Türkiye 99. sýrada ,"surpriz"
3470,Aþk mi istiyorsun sen þu an çok mutluyum ya,"mutlu"
3471,Saçma sapan kiþilere  tahammülüm  kalmadý,"kizgin"
3472,"sen var boþvermek her þeyi, anlatsam aðlarsýn ","uzgun"
3473,Benden not isteyenlere sinir oluyorum yüzlerine söylemesemde,"kizgin"
3474,"Hep kardeþ olacak deðiliz ya, yaþasýn halklarýn sevgililiði!","mutlu"
3475,Tiyatrodan geliyorum hoca rolleri daðýtçak sandým yanýlmýþým çok kýrgýným,"uzgun"
3476,big mouth izliyorum baya güzel beðendim gidip herkese övücem,"mutlu"
3477,"Aaa þoktayým, BEIN SPORTS 3 te, Fb ligin en diri takýmý dediler, ne oldu bunlara.","surpriz"
3478,Özlesem de özledim diyemiyeceðim kadar üzdüler beni. Bende susmayý öðrendim...,"uzgun"
3479,Bende hasta olmaya baþladým sýkýntýdan,"uzgun"
3480,Alemsin ya.. tweetlerini çok beðeniyorum hep :) ,"mutlu"
3481,Tatil yerimiz belli oldu yaþasýn man adasýna gidiyoruz.,"mutlu"
3482,hayat þarkýsý seni seviyorum ,"mutlu"
3483,Test yapacaðým dediði sýnavý klasik yapmak çok güzel sürpriz,"surpriz"
3484,Yine saçma sapan kabus gibi rüyalar gördüm onlardan kurtulup güne adapte olana kadar gece olcak,"korku"
3485,"Üzüntüden, aðlamaktan kirpiklerim dökülüyor çok güzel þimdi de onlarý nasýl uzatacaðým diye aðlýyorum.","uzgun"
3486,Genç yaþýmda sinir kanseri oldum galiba,"kizgin"
3487,Bunlarla ayný dünyada nefes almak bile ürkütücü,"korku"
3488,Biriniz yüzünden hepinize duvarlar ördüm. uzgunüm.,"uzgun"
3489,Bitirmiþ ya þaþkýnlýk verici gerçekten insan inanamýyor,"surpriz"
3490,Umut baðlamaktan sýkýldým ve her defasýnda kýrýlmýþ bir kalp,"uzgun"
3491,Bir daha arap görürsem haydi yallah arabistana diye baðýracaðým,"kizgin"
3492,Naim Süleymanoðlu vefat etmiþ çok üzüldüm. Mekaný cennet olsun. Hoþçakal dev adam. ,"uzgun"
3493,Rüya deðil bu bildiðin korku filmi mk,"korku"
3494,Evlenmeyin amk sýrana bana geliyor diye çok korkuyorum.,"korku"
3495,alan fobim var açýk alanda da kapalý alanda da duramýyorum,"korku"
3496,Moralim bozuk baya bozuk öyle böyle deðil nasýl bozuk ama varya,"uzgun"
3497,Bugün kadavrayla bakýþtým. korkutucuydu ama kesin yaþarken yakýþýklý bir heriftir,"korku"
3498,"Yaðmur fena yaðýyor havada hüzün var, öyleyse þarký söyleyelim.","uzgun"
3499,Forma numarasýný görünce istemsizce irkildim,"korku"
3500,Halbuki senin derdinle dertlendim. Ne kadar aðrým var bir bilsen,"uzgun"
3501,Geçen Ay burcu diye bir þey öðrendim ben þok,"surpriz"
3502,kendimden baþka kimsem yok çok komik :D,"mutlu"
3503,Uzun süredir mesaj atmýyorsun çocuk sinirleniyorum,"kizgin"
3504,"mutlu"yum ve bunun aþk ile bir ilgisi yok,"mutlu"
3505,Söz de uyuyacaktým yine uykum kaçtý ürkütücü bir foto,"korku"
3506,Takipçi sayýmda hýzla bir düþüþ olacak ama çok kalabalýktýnýz uzgunüm,"uzgun"
3507,sýla sen ciddi misin ya bu ne abi utanmadan kitap baþýna 15 tl alýnýyor bir de insanlardan ,"surpriz"
3508,Bu gece sigaraya baþlanýr öyle dertliyim,"uzgun"
3509,Ben ölmekten deðil de öldükten sonra mahçup olmaktan korkuyorum ,"korku"
3510,Günaydýn sevmesini bilen guzel insanlar ,"mutlu"
3511,Ben Güle hayret ediyorum. Nasýl bu duruma geldik acaba?,"surpriz"
3512,Durup dururken aþýrý güldüm ya þuna ,"mutlu"
3513,Biyometrik fotoda güzel çýkmýþým ben beðendim çekip instaya atayým,"mutlu"
3514,Mal mýsýn lan sinirimi bozuyorsun,"kizgin"
3515,Bakýn yine aklýma geldi bana giresun karþýlamasý öðretmiyorsunuz üzülüyorum,"uzgun"
3516,"Burcu ile badegül diye dalga geçiyorduk erkek cýktý, adý da ardaymýþ ben þok cidden hiç anlamadým ","surpriz"
3517,Aaa 6Snin yediði gol iptal mi edilmiþ çok þaþýrdým nasýl olur ya aaa inanamýyorum ,"surpriz"
3518,çok yýprandým tükendim yaþadýðým her an için deli gibi piþmaným,"uzgun"
3519,Gecenin saat 3ü sen yüksek seale gazap mý dinliyorsun küfür edeceðim,"kizgin"
3520,"Telefonumun mikrofonu gene bozuldu, delireceðim... Kulaklýk giriþi de bozuk","kizgin"
3521,Ya ne zamandýr stalklýyorum yoksun öldün mü kaldýn mý endiþelendim,"korku"
3522,Kabusla uyandým aq bu saatte kabus mu olur,"korku"
3523,Seninkine güldüm ama waffle sevdiðim için ve waffle a ayýp olmasýn diye favlamadým,"mutlu"
3524,Geçen hafta ezip 3 attýðýmýz GS ile aramýzda 5 puan var delireceðim ,"kizgin"
3525,Sinirliyim ama neye belli deðil. Bu ruh halinden acilen çýkmalýyým.,"kizgin"
3526,Yaþasýn bu günde hiçbir þey yapmadým oley tatil çok güzel geçiyor,"mutlu"
3527,Hocayý ilk defa baðýrýrken gördüm þoktayým,"surpriz"
3528,"Aslýnda kadýnlýk zor filan deðil, oldukça eðlenceli… zor olan erkeklerin kafasýndaki kadýnlýk... ","mutlu"
3529,Sizi bilmem ama az önce hayatýmýn en ilginç iltifatýný aldým TATLI SU PORTAKALIM bence gayet hoþ sevdim,"mutlu"
3530,Þu gelin evi sadece bana saçma gelmiyordur herhalde millete ne benim zevkimden ya ay çok sinir bozucu,"kizgin"
3531,Yine pasaport kaybetme gibi bir olay mý oldu acaba çok endiþelendim,"korku"
3532,Çocuklarýmý da alýp sabahlara kadar sadece yürücem yaþasýn evde tek olmak,"mutlu"
3533,Bu kaçan gole þok olmayan var mý? Yok artýk Badu.,"surpriz"
3534,sevincin wonderland olsun yesin yesin yatsýn ,"mutlu"
3535,"Yok uyuyamýyorum, hala þoktayým sanýrým kendi kendime gülüyorum. ","surpriz"
3536,Herkese akýl ve teselli veriyorum ama kendime gelince dokunsalar aðlayacaðým,"uzgun"
3537,Altýn kelebekte gerçekten yaþýna uygun en doðal makyajla mirayýmý çok beðendim,"mutlu"
3538,Pennywise'ýn Bill olduðunu görünce þoka uðradým ben ,"surpriz"
3539,"Motivasyon mektubu yazmak için bilgisayarý açtým, rahmetli Alican abinin videolarý arasýnda kayboldum. Aðlýyorum","uzgun"
3540,Anneme sürpriz yapýyordum ki annem bana sürpriz yaptý....,"surpriz"
3541,Allah boy veriyor tip veriyor ama zekadan kýsýyor iþte nabalým gerizekalý,"kizgin"
3542,Aþkýnla sarhoþum ben çýlgýnca seviyorum,"mutlu"
3543,Ankara Valiliði: Patlayan bombaydý! Bombacý öldü,"korku"
3544,Bir sene içerisinde ikinci kitap. Bir kaç sene sabýrla beklediðim zamanlarý hatýrlayýnca bu gerçekten çok güzel bir sürpriz oldu. ,"surpriz"
3545,Çok komik sadece listeyi ele alýp ikona flop dersin ama :D ,"mutlu"
3546,Endiþe yüklü hayatlarýmýz ,"korku"
3547,Gözlerinin yeþilini deðil ormanýn yeþilini özledim.,"uzgun"
3548,"Kaybolmak niyetinde deðilim, uzgunüm.","uzgun"
3549,Allah boy veriyor tip veriyor ama zekadan kýsýyor iþte nabalým gerizekalý,"kizgin"
3550,"O çok küçük ve sevimli, ben buna neden bu kadar güldüm","mutlu"
3551,Merhaba antalyadan gidiyorum biraz hüzünlüyüm,"uzgun"
3552,Yazarken affedersin altýma yapacak kadar güldüm neredeyse,"mutlu"
3553,Yeter artýk karþýma saçma sapan insanlar çýkmadan bitsin. Kabak tadý verdi hep ayný.,"kizgin"
3554,Kar görünce sevinen panda kadar sevinçliyim þu an,"mutlu"
3555,"Piþmanlýðým çok derin, içinde boðuluyorum.","uzgun"
3556,U-bahn'da yaþlý teyzenin bana dayamasý endiþe verici... ,"korku"
3557,Yok gayet hoþ bir tepki ben de sizi seviyorum,"mutlu"
3558,"Bugün abi de olduk, usta da olduk çok komik ya :)))","mutlu"
3559,Kuzenim taylor kýsa saçlý olmak için doðmuþ bence dedi dondum kaldým,"surpriz"
3560,bayramlarda þeker toplardým çok güzel neþeli günlerdi ,"mutlu"
3561,Þu an sinirimden pcyi alýp camdan aþaðý atmamak için kendimi zor tutuyorum,"kizgin"
3562,Darýlma bana çok sýkýldým artýk,"uzgun"
3563,Mars mý etkiledi bilemem ama bir mutluyum,"mutlu"
3564,"Ýnsan gerçekten hayret ediyor. Evet, halen hayret edebiliyoruz. Bakýn yine hayret ettik. Hayret. ","surpriz"
3565,En sevdiðim formamý kaybetmiþim moralim çok bozuk ,"uzgun"
3566,Can sýkýntýsýndan rastgele numara kaydedip wp fotolarýna bakýyorum çok eðlenceli :),"mutlu"
3567,Oha Tolga Sarýtaþ ve Aybüke Pusat aþk mý yaþýyor yok artýk ben þok ,"surpriz"
3568,Lan o kadar sinirliyim ki ettiðim küfürler yeterli gelmiyor,"kizgin"
3569,Güzel þarký beðendim öneririm ,"mutlu"
3570,Ýyi dilekleriniz için teþekkür ederim arkadaþlar.. Allah razý olsun,"mutlu"
3571,Cem Yýlmaz'dan bu denli mütevazý bir açýklama! Þaþýrtýcý,"surpriz"
3572,Aklýma yine 15 yýldýr okuduðum geldi. Hüzünlüyüm.,"uzgun"
3573,kendi kendime konuþurken baþkasý araya girince sinirleniyorum,"kizgin"
3574,Gece 3-5-7 de aralýklarla uyandým düþüsü görüp uyudum kabus gibiydi.,"korku"
3575,Ýnanýlmaz güzel bir sigara içiyorum þu an. Tam istediðim gibi mutluyum,"mutlu"
3576,"en son bu uyarýlardan sonra patlama olmuþtu, gerçekten ürkütücü ","korku"
3577,Bu video gerçekse eðer ben çok hayret ettim hayvanlar aleminin bu yönüne,"surpriz"
3578,Selam arkadaþlar uykudan uyandým baþým acýyor mutsuzum,"uzgun"
3579,kankiþlerim bir de okulda sürpriz yaptý oh,"surpriz"
3580,Oha bende senle konuþurken gördüm de muhabbet koyuydu bölemedim,"surpriz"
3581,Çok sinirlendim oynamýyorum Superstar BTS falan ulan aþýrý gerildim þu an yani,"kizgin"
3582,14 þubat indirimlerini bekleyen caným kankalarým yaþasýn indirim yaþasýn 14 þubat,"mutlu"
3583,Bugün yapýlan hain saldýrýda hayatýný kaybeden vatandaþlarýmýza Allahtan rahmet yakýnlarýna baþsaðlýðý yaralýlara da acil þifalar diliyorum ,"uzgun"
3584,Zorlu hayat þartlarý altýnda nasýl hala doðal seleksiyona uðramadým þaþkýným,"surpriz"
3585,Çok þükür bugünde mutsuz yattýk herkese kötü geceler ,"uzgun"
3586,Uzun zamandýr en sinirli anýmý yaþýyorum o kadar sinirliyim ki kafayý yiyeceðim þu an,"kizgin"
3587,Arkadaþlar her an birbirimizin ölüm haberini alabiliriz sizce de bu çok korkunç deðil mi,"korku"
3588,3 yýldýr hiç çýkarmadýðým Beþiktaþ bilekliðim gece uyurken gizemli bir þekilde kayboldu. Hüzünlüyüm,"uzgun"
3589,Kedim kizginlýða girdi ulusa seslenir gibi miyavlýyo yeter delireceðim,"kizgin"
3590,Ýyi hayatlar diye bir mesaj aldým bence gayet hoþ,"mutlu"
3591,Tarihi görünce þaþýrdým. Bir de bunun drone boyutunu iþlediðiniz akýþýnýz da vardý.,"surpriz"
3592,Yýldým yýprandým soldum daha nasýl anlatýlabilir bilmiyorum ama siz anlayýn,"uzgun"
3593,Abi bu hesap sayesinde özgüveni taze kalýyor. Çok mutluyum :) ,"mutlu"
3594,Ben unutuyorum ne aldýðýmý gelince þok oluyorum aaa bu kimin,"surpriz"
3595,Saçma sapan konuklarla sýkýcý program yapýyorsunuz ,"kizgin"
3596,Instagramda yanlýþlýkla herkese kalp göndermekten býktým kaldýrýn artýk þu özelliði,"uzgun"
3597,Yok daha neler. Tamam ben senin bu saçma yazýlarýný bugünkü maðlubiyete baðlýyorum,"surpriz"
3598,Bugün laiklik ilkesinin Anayasamýza giriþinin 81. yýldönümüdür. Kutlu olsun!,"mutlu"
3599,Bugün kendimi Türkmenistan ile Hazar Denizi'ndeki kýta sahanlýðýndan dolayý problem yaþayan Rusya gibi agresif hissediyorum.,"kizgin"
3600,Hala soyaðacýma bakamadým çok agresifim site acilen açýlmalý,"kizgin"
3601,"Her þeye öfkeliyim, baþým da ince ince aðrýyor","kizgin"
3602,Hadiseye karþi bir öfkem var nedeni olmadan öfkelendiðim tek insan ya da 987654321. Falan emin deðilim ama öfkeliyim,"kizgin"
3603,Moralim bozuk olduðunda keþke hissetse,"uzgun"
